query_id,filter_expr,chosen_strategy,chosen_index,actual_recall,latency_ms,fallback
q_23472,city = 'Beijing',covering search,attr = age,0.936,0.61,否
q_23473,city = 'Beijing',root search,root,0.968,1.0,否
q_23474,city = 'Beijing',upward search,attr = B → root,0.972,1.47,否
q_23475,"age ∈ [20,60] AND country = 'US'",covering search,attr = country,0.969,0.53,否
q_23476,"age ∈ [20,60] AND gender = 'M'",root search,root,0.943,1.35,否
q_23477,city = 'Beijing',covering search,attr = age,0.964,0.99,否
q_23478,"income ∈ [50k, 100k] AND hobby = 'Music'",brute-force fallback,N/A,0.97,4.46,是
q_23479,department = 'R&D',upward search,attr = D → root,0.962,1.44,否
q_23480,"age ∈ [20,60] AND attr = 'D'",upward search,attr = B → root,0.943,0.76,否
q_23481,department = 'R&D',root search,root,0.952,1.02,否
q_23482,"age ∈ [20,60] AND gender = 'M'",brute-force fallback,N/A,0.974,3.21,是
q_23483,department = 'R&D',root search,root,0.974,1.26,否
q_23484,city = 'Beijing',upward search,attr = D → root,0.925,1.39,否
q_23485,"age ∈ [20,60] AND attr = 'D'",covering search,attr = country,0.935,1.38,否
q_23486,"age ∈ [20,60] AND country = 'US'",root search,root,0.979,0.79,否
q_23487,"age ∈ [20,60] AND attr = 'D'",brute-force fallback,N/A,0.936,2.68,是
q_23488,"income ∈ [50k, 100k] AND hobby = 'Music'",root search,root,0.943,0.91,否
q_23489,city = 'Beijing',root search,root,0.942,0.49,否
q_23490,"age ∈ [20,60] AND gender = 'M'",root search,root,0.944,0.45,否
q_23491,"age ∈ [20,60] AND gender = 'M'",covering search,attr = income,0.973,0.73,否
q_23492,"income ∈ [50k, 100k] AND hobby = 'Music'",upward search,attr = D → root,0.957,0.31,否
q_23493,department = 'R&D',root search,root,0.952,1.17,否
q_23494,"age ∈ [20,60] AND country = 'US'",root search,root,0.967,0.27,否
q_23495,"age ∈ [20,60] AND country = 'US'",root search,root,0.938,0.27,否
q_23496,"age ∈ [20,60] AND attr = 'D'",root search,root,0.94,0.27,否
q_23497,department = 'R&D',root search,root,0.952,1.11,否
q_23498,department = 'R&D',brute-force fallback,N/A,0.94,2.86,是
q_23499,"age ∈ [20,60] AND country = 'US'",covering search,attr = age,0.964,0.49,否
q_23500,rare_tag = 'X' AND attr = 'Z',root search,root,0.953,0.42,否
q_23501,"age ∈ [20,60] AND gender = 'M'",covering search,attr = income,0.945,0.31,否
q_23502,"age ∈ [20,60] AND country = 'US'",root search,root,0.951,0.34,否
q_23503,rare_tag = 'X' AND attr = 'Z',covering search,attr = age,0.959,0.95,否
q_23504,"age ∈ [20,60] AND country = 'US'",covering search,attr = age,0.953,1.34,否
q_23505,"age ∈ [20,60] AND attr = 'D'",root search,root,0.939,0.79,否
q_23506,"age ∈ [20,60] AND attr = 'D'",upward search,attr = B → root,0.94,0.74,否
q_23507,rare_tag = 'X' AND attr = 'Z',root search,root,0.934,0.53,否
q_23508,city = 'Beijing',root search,root,0.93,0.77,否
q_23509,department = 'R&D',covering search,attr = income,0.971,0.98,否
q_23510,"age ∈ [20,60] AND country = 'US'",upward search,attr = B → root,0.927,0.51,否
q_23511,"age ∈ [20,60] AND attr = 'D'",root search,root,0.937,0.58,否
q_23512,"age ∈ [20,60] AND attr = 'D'",upward search,attr = B → root,0.952,1.41,否
q_23513,"income ∈ [50k, 100k] AND hobby = 'Music'",covering search,attr = income,0.944,1.15,否
q_23514,"age ∈ [20,60] AND country = 'US'",root search,root,0.972,0.97,否
q_23515,rare_tag = 'X' AND attr = 'Z',root search,root,0.934,1.39,否
q_23516,"age ∈ [20,60] AND gender = 'M'",root search,root,0.924,1.35,否
q_23517,"age ∈ [20,60] AND country = 'US'",upward search,attr = D → root,0.924,1.13,否
q_23518,"income ∈ [50k, 100k] AND hobby = 'Music'",covering search,attr = country,0.964,0.59,否
q_23519,"age ∈ [20,60] AND gender = 'M'",covering search,attr = country,0.952,1.15,否
q_23520,department = 'R&D',upward search,attr = B → root,0.954,1.18,否
q_23521,rare_tag = 'X' AND attr = 'Z',root search,root,0.959,0.78,否
q_23522,"age ∈ [20,60] AND attr = 'D'",brute-force fallback,N/A,0.966,4.92,是
q_23523,"age ∈ [20,60] AND gender = 'M'",upward search,attr = B → root,0.94,1.09,否
q_23524,"income ∈ [50k, 100k] AND hobby = 'Music'",root search,root,0.965,0.83,否
q_23525,department = 'R&D',covering search,attr = age,0.938,0.92,否
q_23526,"income ∈ [50k, 100k] AND hobby = 'Music'",root search,root,0.967,1.26,否
q_23527,"age ∈ [20,60] AND attr = 'D'",root search,root,0.975,1.18,否
q_23528,department = 'R&D',covering search,attr = country,0.959,0.25,否
q_23529,"age ∈ [20,60] AND attr = 'D'",root search,root,0.927,0.47,否
q_23530,"age ∈ [20,60] AND gender = 'M'",root search,root,0.93,1.48,否
q_23531,"age ∈ [20,60] AND attr = 'D'",covering search,attr = age,0.961,0.47,否
q_23532,"age ∈ [20,60] AND country = 'US'",covering search,attr = income,0.949,1.09,否
q_23533,"age ∈ [20,60] AND country = 'US'",upward search,attr = B → root,0.973,0.59,否
q_23534,"income ∈ [50k, 100k] AND hobby = 'Music'",upward search,attr = B → root,0.978,1.16,否
q_23535,"age ∈ [20,60] AND country = 'US'",covering search,attr = age,0.92,0.45,否
q_23536,"income ∈ [50k, 100k] AND hobby = 'Music'",root search,root,0.944,0.5,否
q_23537,"age ∈ [20,60] AND country = 'US'",upward search,attr = B → root,0.968,0.81,否
q_23538,city = 'Beijing',root search,root,0.967,1.45,否
q_23539,"age ∈ [20,60] AND gender = 'M'",upward search,attr = B → root,0.963,0.36,否
q_23540,"age ∈ [20,60] AND gender = 'M'",upward search,attr = B → root,0.945,1.32,否
q_23541,department = 'R&D',brute-force fallback,N/A,0.995,3.95,是
q_23542,"age ∈ [20,60] AND country = 'US'",covering search,attr = country,0.97,1.22,否
q_23543,city = 'Beijing',root search,root,0.966,0.63,否
q_23544,rare_tag = 'X' AND attr = 'Z',root search,root,0.97,0.49,否
q_23545,city = 'Beijing',upward search,attr = D → root,0.947,1.33,否
q_23546,city = 'Beijing',brute-force fallback,N/A,0.948,4.1,是
q_23547,city = 'Beijing',covering search,attr = age,0.932,0.39,否
q_23548,department = 'R&D',root search,root,0.951,0.94,否
q_23549,"age ∈ [20,60] AND gender = 'M'",root search,root,0.921,0.33,否
q_23550,rare_tag = 'X' AND attr = 'Z',covering search,attr = age,0.953,1.25,否
q_23551,"age ∈ [20,60] AND country = 'US'",root search,root,0.959,1.02,否
q_23552,"income ∈ [50k, 100k] AND hobby = 'Music'",upward search,attr = D → root,0.977,0.44,否
q_23553,city = 'Beijing',upward search,attr = D → root,0.96,1.17,否
q_23554,city = 'Beijing',root search,root,0.975,0.99,否
q_23555,"age ∈ [20,60] AND attr = 'D'",covering search,attr = age,0.92,1.23,否
q_23556,"age ∈ [20,60] AND country = 'US'",upward search,attr = B → root,0.963,0.66,否
q_23557,"age ∈ [20,60] AND country = 'US'",root search,root,0.963,0.65,否
q_23558,"age ∈ [20,60] AND attr = 'D'",root search,root,0.932,1.08,否
q_23559,department = 'R&D',covering search,attr = country,0.958,1.48,否
q_23560,city = 'Beijing',root search,root,0.928,1.25,否
q_23561,"age ∈ [20,60] AND country = 'US'",root search,root,0.946,0.52,否
q_23562,department = 'R&D',covering search,attr = income,0.94,0.68,否
q_23563,"age ∈ [20,60] AND attr = 'D'",upward search,attr = B → root,0.966,0.42,否
q_23564,department = 'R&D',upward search,attr = D → root,0.944,0.98,否
q_23565,"income ∈ [50k, 100k] AND hobby = 'Music'",covering search,attr = country,0.941,1.29,否
q_23566,"age ∈ [20,60] AND country = 'US'",root search,root,0.931,0.96,否
q_23567,"age ∈ [20,60] AND gender = 'M'",brute-force fallback,N/A,0.98,5.44,是
q_23568,"age ∈ [20,60] AND gender = 'M'",root search,root,0.928,1.32,否
q_23569,city = 'Beijing',root search,root,0.93,0.73,否
q_23570,"age ∈ [20,60] AND gender = 'M'",covering search,attr = country,0.926,1.41,否
q_23571,rare_tag = 'X' AND attr = 'Z',root search,root,0.966,0.78,否
q_23572,city = 'Beijing',covering search,attr = country,0.924,1.45,否
q_23573,department = 'R&D',root search,root,0.961,1.42,否
q_23574,"income ∈ [50k, 100k] AND hobby = 'Music'",root search,root,0.953,1.2,否
q_23575,"age ∈ [20,60] AND country = 'US'",root search,root,0.935,0.26,否
q_23576,"age ∈ [20,60] AND country = 'US'",root search,root,0.965,0.67,否
q_23577,"age ∈ [20,60] AND gender = 'M'",covering search,attr = country,0.973,0.75,否
q_23578,city = 'Beijing',covering search,attr = age,0.962,0.96,否
q_23579,"age ∈ [20,60] AND gender = 'M'",upward search,attr = B → root,0.929,1.18,否
q_23580,rare_tag = 'X' AND attr = 'Z',upward search,attr = D → root,0.974,1.15,否
q_23581,rare_tag = 'X' AND attr = 'Z',upward search,attr = B → root,0.972,0.64,否
q_23582,"age ∈ [20,60] AND attr = 'D'",upward search,attr = B → root,0.932,1.15,否
q_23583,"income ∈ [50k, 100k] AND hobby = 'Music'",upward search,attr = B → root,0.946,0.69,否
q_23584,department = 'R&D',upward search,attr = D → root,0.966,0.34,否
q_23585,rare_tag = 'X' AND attr = 'Z',root search,root,0.956,0.39,否
q_23586,"age ∈ [20,60] AND attr = 'D'",root search,root,0.955,1.49,否
q_23587,city = 'Beijing',root search,root,0.954,1.0,否
q_23588,"income ∈ [50k, 100k] AND hobby = 'Music'",root search,root,0.963,0.38,否
q_23589,"age ∈ [20,60] AND country = 'US'",upward search,attr = D → root,0.938,0.43,否
q_23590,"income ∈ [50k, 100k] AND hobby = 'Music'",upward search,attr = B → root,0.947,0.75,否
q_23591,"age ∈ [20,60] AND country = 'US'",root search,root,0.97,0.61,否
q_23592,city = 'Beijing',covering search,attr = age,0.936,1.16,否
q_23593,rare_tag = 'X' AND attr = 'Z',root search,root,0.968,0.84,否
q_23594,"age ∈ [20,60] AND gender = 'M'",covering search,attr = age,0.944,0.79,否
q_23595,department = 'R&D',root search,root,0.954,0.73,否
q_23596,"age ∈ [20,60] AND country = 'US'",root search,root,0.977,0.62,否
q_23597,department = 'R&D',upward search,attr = B → root,0.965,1.13,否
q_23598,"age ∈ [20,60] AND gender = 'M'",covering search,attr = age,0.955,1.2,否
q_23599,city = 'Beijing',root search,root,0.925,1.08,否
q_23600,"age ∈ [20,60] AND gender = 'M'",root search,root,0.979,1.2,否
q_23601,"age ∈ [20,60] AND attr = 'D'",upward search,attr = B → root,0.975,0.25,否
q_23602,department = 'R&D',covering search,attr = country,0.972,0.38,否
q_23603,department = 'R&D',upward search,attr = B → root,0.945,1.49,否
q_23604,"income ∈ [50k, 100k] AND hobby = 'Music'",root search,root,0.979,1.22,否
q_23605,rare_tag = 'X' AND attr = 'Z',root search,root,0.936,1.25,否
q_23606,rare_tag = 'X' AND attr = 'Z',upward search,attr = D → root,0.943,1.03,否
q_23607,department = 'R&D',upward search,attr = D → root,0.944,1.19,否
q_23608,"age ∈ [20,60] AND country = 'US'",covering search,attr = country,0.98,1.27,否
q_23609,rare_tag = 'X' AND attr = 'Z',covering search,attr = income,0.934,0.59,否
q_23610,department = 'R&D',covering search,attr = income,0.956,0.83,否
q_23611,department = 'R&D',root search,root,0.93,1.29,否
q_23612,"age ∈ [20,60] AND attr = 'D'",root search,root,0.948,0.29,否
q_23613,"income ∈ [50k, 100k] AND hobby = 'Music'",brute-force fallback,N/A,0.939,5.3,是
q_23614,city = 'Beijing',covering search,attr = age,0.953,0.27,否
q_23615,department = 'R&D',covering search,attr = income,0.953,0.46,否
q_23616,city = 'Beijing',brute-force fallback,N/A,0.998,2.31,是
q_23617,"income ∈ [50k, 100k] AND hobby = 'Music'",root search,root,0.925,0.92,否
q_23618,"income ∈ [50k, 100k] AND hobby = 'Music'",root search,root,0.937,0.49,否
q_23619,"age ∈ [20,60] AND gender = 'M'",upward search,attr = B → root,0.932,1.36,否
q_23620,rare_tag = 'X' AND attr = 'Z',upward search,attr = B → root,0.978,0.95,否
q_23621,city = 'Beijing',upward search,attr = B → root,0.957,1.44,否
q_23622,city = 'Beijing',root search,root,0.97,0.94,否
q_23623,department = 'R&D',brute-force fallback,N/A,0.971,4.18,是
q_23624,"age ∈ [20,60] AND attr = 'D'",upward search,attr = D → root,0.926,1.49,否
q_23625,"income ∈ [50k, 100k] AND hobby = 'Music'",root search,root,0.973,0.59,否
q_23626,city = 'Beijing',covering search,attr = country,0.925,0.46,否
q_23627,"income ∈ [50k, 100k] AND hobby = 'Music'",root search,root,0.925,0.31,否
q_23628,department = 'R&D',upward search,attr = B → root,0.952,1.37,否
q_23629,city = 'Beijing',root search,root,0.976,0.78,否
q_23630,"income ∈ [50k, 100k] AND hobby = 'Music'",root search,root,0.931,0.43,否
q_23631,"age ∈ [20,60] AND gender = 'M'",root search,root,0.931,1.31,否
q_23632,"age ∈ [20,60] AND country = 'US'",root search,root,0.973,1.18,否
q_23633,"age ∈ [20,60] AND attr = 'D'",upward search,attr = D → root,0.923,1.5,否
q_23634,"age ∈ [20,60] AND gender = 'M'",covering search,attr = age,0.969,1.18,否
q_23635,department = 'R&D',upward search,attr = B → root,0.932,1.38,否
q_23636,"age ∈ [20,60] AND country = 'US'",root search,root,0.965,0.86,否
q_23637,"age ∈ [20,60] AND country = 'US'",root search,root,0.927,0.82,否
q_23638,city = 'Beijing',covering search,attr = country,0.951,0.38,否
q_23639,rare_tag = 'X' AND attr = 'Z',covering search,attr = age,0.966,0.58,否
q_23640,city = 'Beijing',root search,root,0.921,0.27,否
q_23641,rare_tag = 'X' AND attr = 'Z',root search,root,0.949,0.82,否
q_23642,"income ∈ [50k, 100k] AND hobby = 'Music'",covering search,attr = age,0.951,0.77,否
q_23643,"income ∈ [50k, 100k] AND hobby = 'Music'",upward search,attr = B → root,0.975,0.7,否
q_23644,"income ∈ [50k, 100k] AND hobby = 'Music'",root search,root,0.944,1.15,否
q_23645,city = 'Beijing',brute-force fallback,N/A,0.984,5.49,是
q_23646,"age ∈ [20,60] AND attr = 'D'",upward search,attr = B → root,0.928,1.16,否
q_23647,rare_tag = 'X' AND attr = 'Z',root search,root,0.956,0.67,否
q_23648,"age ∈ [20,60] AND gender = 'M'",covering search,attr = age,0.977,1.09,否
q_23649,"age ∈ [20,60] AND country = 'US'",covering search,attr = country,0.952,0.87,否
q_23650,"age ∈ [20,60] AND attr = 'D'",brute-force fallback,N/A,0.988,3.48,是
q_23651,"age ∈ [20,60] AND attr = 'D'",upward search,attr = D → root,0.965,0.51,否
q_23652,rare_tag = 'X' AND attr = 'Z',covering search,attr = age,0.972,0.28,否
q_23653,"income ∈ [50k, 100k] AND hobby = 'Music'",root search,root,0.956,1.1,否
q_23654,rare_tag = 'X' AND attr = 'Z',covering search,attr = income,0.95,0.37,否
q_23655,"age ∈ [20,60] AND attr = 'D'",upward search,attr = B → root,0.961,0.7,否
q_23656,city = 'Beijing',root search,root,0.932,0.55,否
q_23657,city = 'Beijing',root search,root,0.98,0.8,否
q_23658,department = 'R&D',covering search,attr = age,0.966,1.11,否
q_23659,"income ∈ [50k, 100k] AND hobby = 'Music'",root search,root,0.922,1.36,否
q_23660,"age ∈ [20,60] AND gender = 'M'",root search,root,0.932,1.23,否
q_23661,city = 'Beijing',upward search,attr = B → root,0.945,0.48,否
q_23662,rare_tag = 'X' AND attr = 'Z',root search,root,0.958,0.62,否
q_23663,"age ∈ [20,60] AND gender = 'M'",covering search,attr = country,0.959,0.54,否
q_23664,department = 'R&D',root search,root,0.921,0.99,否
q_23665,rare_tag = 'X' AND attr = 'Z',root search,root,0.952,1.07,否
q_23666,department = 'R&D',covering search,attr = country,0.946,0.9,否
q_23667,rare_tag = 'X' AND attr = 'Z',root search,root,0.942,1.42,否
q_23668,department = 'R&D',covering search,attr = country,0.968,0.23,否
q_23669,city = 'Beijing',upward search,attr = B → root,0.935,0.28,否
q_23670,"income ∈ [50k, 100k] AND hobby = 'Music'",covering search,attr = income,0.956,1.26,否
q_23671,city = 'Beijing',upward search,attr = B → root,0.927,1.42,否
q_23672,rare_tag = 'X' AND attr = 'Z',root search,root,0.968,1.0,否
q_23673,"age ∈ [20,60] AND attr = 'D'",covering search,attr = age,0.962,0.38,否
q_23674,"age ∈ [20,60] AND gender = 'M'",upward search,attr = D → root,0.954,0.45,否
q_23675,"age ∈ [20,60] AND country = 'US'",covering search,attr = country,0.924,1.24,否
q_23676,city = 'Beijing',root search,root,0.963,0.94,否
q_23677,"income ∈ [50k, 100k] AND hobby = 'Music'",root search,root,0.948,1.39,否
q_23678,"age ∈ [20,60] AND gender = 'M'",brute-force fallback,N/A,0.958,2.05,是
q_23679,department = 'R&D',covering search,attr = income,0.929,0.67,否
q_23680,"age ∈ [20,60] AND country = 'US'",brute-force fallback,N/A,0.949,4.16,是
q_23681,"income ∈ [50k, 100k] AND hobby = 'Music'",root search,root,0.968,1.13,否
q_23682,"age ∈ [20,60] AND gender = 'M'",upward search,attr = B → root,0.943,0.95,否
q_23683,city = 'Beijing',upward search,attr = B → root,0.94,0.71,否
q_23684,department = 'R&D',root search,root,0.952,0.72,否
q_23685,city = 'Beijing',upward search,attr = D → root,0.946,1.49,否
q_23686,city = 'Beijing',covering search,attr = country,0.931,0.33,否
q_23687,rare_tag = 'X' AND attr = 'Z',root search,root,0.927,0.72,否
q_23688,department = 'R&D',root search,root,0.966,0.84,否
q_23689,department = 'R&D',brute-force fallback,N/A,0.97,5.85,是
q_23690,city = 'Beijing',covering search,attr = country,0.967,0.42,否
q_23691,"income ∈ [50k, 100k] AND hobby = 'Music'",covering search,attr = country,0.932,0.21,否
q_23692,rare_tag = 'X' AND attr = 'Z',root search,root,0.934,1.08,否
q_23693,department = 'R&D',root search,root,0.959,0.33,否
q_23694,"income ∈ [50k, 100k] AND hobby = 'Music'",covering search,attr = age,0.946,0.75,否
q_23695,"age ∈ [20,60] AND country = 'US'",covering search,attr = country,0.964,0.82,否
q_23696,"age ∈ [20,60] AND country = 'US'",root search,root,0.97,0.7,否
q_23697,"income ∈ [50k, 100k] AND hobby = 'Music'",root search,root,0.965,0.82,否
q_23698,"age ∈ [20,60] AND gender = 'M'",covering search,attr = income,0.942,1.22,否
q_23699,"age ∈ [20,60] AND attr = 'D'",upward search,attr = D → root,0.929,1.03,否
q_23700,"age ∈ [20,60] AND gender = 'M'",upward search,attr = D → root,0.961,0.33,否
q_23701,rare_tag = 'X' AND attr = 'Z',root search,root,0.966,0.43,否
q_23702,"age ∈ [20,60] AND gender = 'M'",covering search,attr = age,0.974,1.44,否
q_23703,"age ∈ [20,60] AND gender = 'M'",covering search,attr = country,0.979,1.27,否
q_23704,city = 'Beijing',root search,root,0.943,0.41,否
q_23705,"age ∈ [20,60] AND country = 'US'",covering search,attr = age,0.961,0.77,否
q_23706,department = 'R&D',covering search,attr = age,0.964,0.47,否
q_23707,"age ∈ [20,60] AND attr = 'D'",brute-force fallback,N/A,0.944,5.14,是
q_23708,"age ∈ [20,60] AND country = 'US'",root search,root,0.953,0.53,否
q_23709,"age ∈ [20,60] AND gender = 'M'",root search,root,0.944,1.12,否
